1,11.45,1.75
3,3.4166666666666665,10.0
3,21.116666666666667,10.066666666666666
3,21.1,2.8333333333333335
3,18.0,5.933333333333334
3,15.0,10.0
3,12.5,17.383333333333333
3,22.3,17.616666666666667
1,16.533333333333335,13.416666666666666
2,18.466666666666665,13.683333333333334
2,19.45,14.7
1,15.366666666666667,14.8
3,17.466666666666665,19.416666666666668
1,9.583333333333334,1.8833333333333333
3,19.6,19.516666666666666
3,20.616666666666667,19.65
3,21.666666666666668,20.0
3,22.716666666666665,19.4
3,22.733333333333334,20.533333333333335
3,20.366666666666667,20.683333333333334
3,21.616666666666667,21.483333333333334
3,23.133333333333333,21.666666666666668
1,21.533333333333335,19.433333333333334
1,23.383333333333333,19.283333333333335
1,23.6,20.4
1,23.583333333333332,27.55
1,23.583333333333332,26.433333333333334
2,16.766666666666666,24.433333333333334
2,16.683333333333334,25.583333333333332
3,15.783333333333333,27.533333333333335
